id,title,singer,genre,lyrics
32872978,Dynamite,방탄소년단,댄스,Cos ah ah I’m in the stars tonight So watch me bring the fire and set the night alight Shoes on get up in the morn Cup of milk let’s rock and roll King Kong kick the drum rolling on like a rolling stone Sing song when I’m walking home Jump up to the top LeBron Ding dong call me on my phone Ice tea and a game of ping pong This is getting heavy Can you hear the bass boom I’m ready Life is sweet as honey Yeah this beat cha ching like money Disco overload I’m into that I’m good to go I'm diamond you know I glow up Hey so let’s go Cos ah ah I’m in the stars tonight So watch me bring the fire and set the night alight Shining through the city with a little funk and soul So I’mma light it up like dynamite woah Bring a friend join the crowd Whoever wanna come along Word up talk the talk just move like we off the wall Day or night the sky’s alight So we dance to the break of dawn Ladies and gentlemen I got the medicine so you should keep ya eyes on the ball huh This is getting heavy Can you hear the bass boom I’m ready Life is sweet as honey Yeah this beat cha ching like money Disco overload I’m into that I’m good to go I'm diamond you know I glow up Let’s go Cos ah ah I’m in the stars tonight So watch me bring the fire and set the night alight Shining through the city with a little funk and soul So I’mma light it up like dynamite woah Dynnnnnanana life is dynamite Dynnnnnanana life is dynamite Shining through the city with a little funk and soul So I’mma light it up like dynamite woah Dynnnnnanana eh Dynnnnnanana eh Dynnnnnanana eh Light it up like dynamite Dynnnnnanana eh Dynnnnnanana eh Dynnnnnanana eh Light it up like dynamite Cos ah ah I’m in the stars tonight So watch me bring the fire and set the night alight Shining through the city with a little funk and soul So I’mma light it up like dynamite Cos ah ah I’m in the stars tonight So watch me bring the fire and set the night alight Shining through the city with a little funk and soul So I’mma light it up like dynamite woah Dynnnnnanana life is dynamite Dynnnnnanana life is dynamite Shining through the city with a little funk and soul So I’mma light it up like dynamite woah
33487342,Next Level,aespa,댄스,"I’m on the Next Level Yeah 절대적 룰을 지켜 내 손을 놓지 말아 결속은 나의 무기 광야로 걸어가 알아 네 Home ground 위협에 맞서서 제껴라 제껴라 제껴라  상상도 못한 Black out 유혹은 깊고 진해 (Too hot too hot) 맞잡은 손을 놓쳐 난 절대 포기 못해  I’m on the Next Level 저 너머의 문을 열어 Next Level 널 결국엔 내가 부셔 Next Level KOSMO에 닿을 때까지 Next Level 제껴라 제껴라 제껴라  La la la la la la La la la la la la La la la la la la La la la la la  I see the NU EVO. 적대적인 고난과 슬픔은 널 더 Popping 진화시켜 That’s my naevis It’s my naevis You lead, we follow 감정들을 배운 다음 Watch me while I make it out  Watch me while I work it out Watch me while I make it out Watch me while I work it out Work it work it work it out  감당할 수 없는 절망도 내 믿음을 깨지 못해 더 아픈 시련을 맞아도 난 잡은 손을 놓지 않을게 Oh  절대로 뒤를 돌아보지 말아 광야의 것 탐내지 말아 약속이 깨지면 모두 걷잡을 수 없게 돼  언제부턴가 불안해져 가는 신호 널 파괴하고 말 거야 (We want it) Come on! Show me the way to KOSMO Yeah   Black Mamba가 만들어낸 환각 퀘스트 aespa, ae를 분리시켜놓길 원해 그래 중심을 잃고 목소리도 잃고 비난받고 사람들과 멀어지는 착각 속에 naevis 우리 ae, ae들을 불러봐 aespa의 Next Level “P.O.S”를 열어봐 이건 REAL WORLD 깨어났어 We against the villain What’s the name? Black Mamba  결국 난 문을 열어 그 빛은 네겐 Fire (Too hot too hot) 난 궁금해 미치겠어 이다음에 펼칠 Story Huh!  I’m on the Next Level 저 너머의 문을 열어 Next Level 널 결국엔 내가 부셔 Next Level KOSMO에 닿을 때까지 Next Level 제껴라 제껴라 제껴라  I’m on the Next Level 더 강해져 자유롭게 Next Level 난 광야의 내가 아냐 Next Level 야수 같은 나를 느껴 Next Level 제껴라 제껴라 제껴라 Huh!"
33372781,라일락,아이유,댄스,나리는 꽃가루에 눈이 따끔해 (아야) 눈물이 고여도 꾹 참을래 내 마음 한켠 비밀스런 오르골에 넣어두고서 영원히 되감을 순간이니까   우리 둘의 마지막 페이지를 잘 부탁해 어느 작별이 이보다 완벽할까 Love me only till this spring  오 라일락 꽃이 지는 날 good bye 이런 결말이 어울려  안녕 꽃잎 같은 안녕 하이얀 우리 봄날의 climax 아 얼마나 기쁜 일이야  Ooh ooh  Love me only till this spring 봄바람처럼 Ooh ooh  Love me only till this spring 봄바람처럼  기분이 달아 콧노래 부르네 (랄라) 입꼬리는 살짝 올린 채 어쩜 이렇게 하늘은 더 바람은 또 완벽한 건지 오늘따라 내 모습 맘에 들어  처음 만난 그날처럼 예쁘다고 말해줄래 어느 이별이 이토록 달콤할까 Love resembles misty dream  오 라일락 꽃이 지는 날 good bye 이런 결말이 어울려 안녕 꽃잎 같은 안녕 하이얀 우리 봄날의 climax 아 얼마나 기쁜 일이야  Ooh ooh  Love resembles misty dream 뜬구름처럼 Ooh ooh  Love resembles misty dream 뜬구름처럼  너도 언젠가 날 잊게 될까 지금 표정과 오늘의 향기도 단잠 사이에 스쳐간 봄날의 꿈처럼  오 라일락 꽃이 지는 날 good bye 너의 대답이 날 울려 안녕 약속 같은 안녕 하이얀 우리 봄날에 climax 아 얼마나 기쁜 일이야  Ooh ooh  Love me only untill this spring 봄바람처럼 Ooh ooh  Love me only untill this spring 봄바람처럼  Ooh ooh  Love resembles misty dream 뜬구름처럼 Ooh ooh  Love resembles misty dream 뜬구름처럼
33061995,밤하늘의 별을(2020),경서,발라드,밤하늘의 별을 따서 너에게 줄래  너는 내가 사랑하니까  더 소중하니까  오직 너 아니면 안 된다고  외치고 싶어 그저  내 곁에만 있어줘  떠나지 말아줘  참 많이 어색했었죠 널 처음 만난 날  멀리서 좋아하다가 들킨 사람처럼  숨이 가득 차올라서  아무 말 하지 못했는데  너는 말 없이 웃으며 내 손 잡아줬죠  밤하늘의 별을 따서 너에게 줄래  너는 내가 사랑하니까  더 소중하니까  오직 너 아니면 안 된다고  외치고 싶어  그저 내 곁에만 있어줘  떠나지 말아줘  널 좋아하는 내 마음이 표현이 안 돼  꿈이 아니면 좋겠어 자꾸 웃음 나와  내 모든 걸 다 준대도  너에겐 아깝질 않아  이 순간이 영원하길 난 정말 행복해  밤하늘의 별을 따서 너에게 줄래  너는 내가 사랑하니까  더 소중하니까  오직 너 아니면 안 된다고  외치고 싶어  그저 내 곁에만 있어줘  떠나지 말아줘  그저 내 곁에만 있어줘  떠나지 말아줘  많고 많은 사람 중에  너를 만나서 행복하고 싶어  두 번 다시 울지 않을래  오직 내 눈에는 너만 보여  나를 아껴줘 이제부터  혼자가 아니야 우린 함께니까  나나나 난난 난난나  나나나 난난 난난나  나 나나나 난난 난난나 나나난나  나나나 난난 난난나 나나나 난난 난난나 나 나나나 난난 난난나 나나난나
33480898,신호등,이무진,록/메탈,이제야 목적지를 정했지만 가려한 날 막아서네 난 갈 길이 먼데 새빨간 얼굴로 화를 냈던 친구가 생각나네 이미 난 발걸음을 떼었지만 가려한 날 재촉하네 걷기도 힘든데 새파랗게 겁에 질려 도망간 친구가 뇌에 맴도네 건반처럼 생긴 도로 위 수많은 동그라미들 모두가 멈췄다 굴렀다 말은 잘 들어 그건 나도 문제가 아냐 붉은색 푸른색 그 사이 3초 그 짧은 시간 노란색 빛을 내는 저기 저 신호등이 내 머릿속을 텅 비워버려 내가 빠른지도 느린지도 모르겠어 그저 눈앞이 샛노랄 뿐이야 솔직히 말하자면 차라리 운전대를 못 잡던 어릴 때가 더 좋았었던 것 같아 그땐 함께 온 세상을 거닐 친구가 있었으니 건반처럼 생긴 도로 위 수많은 조명들이 날 빠르게 번갈아 가며 비추고 있지만 난 아직 초짜란 말이야 붉은색 푸른색 그 사이 3초 그 짧은 시간 노란색 빛을 내는 저기 저 신호등이 내 머릿속을 텅 비워버려 내가 빠른지도 느린지도 모르겠어 그저 눈앞이 샛노랄 뿐이야 꼬질꼬질한 사람이나 부자 곁엔 아무도 없는 삼색 조명과 이색 칠 위에 서 있어 괴롭히지 마 붉은색 푸른색 그 사이 3초 그 짧은 시간 노란색 빛을 내는 저기 저 신호등이 내 머릿속을 텅 비워버려 내가 빠른지도 느린지도 모르겠어 그저 눈앞이 샛노랄 뿐이야
33507137,Butter,방탄소년단,댄스,"Smooth like butter Like a criminal undercover Gon’ pop like trouble Breakin’ into your heart like that  Cool shade stunner Yeah I owe it all to my mother Hot like summer Yeah I’m makin’ you sweat like that  Break it down  Oh when I look in the mirror I’ll melt your heart into 2 I got that superstar glow so  Do the boogie like  Side step right left to my beat (heartbeat) High like the moon rock with me baby Know that I got that heat Let me show you ‘cause talk is cheap Side step right left to my beat (heartbeat) Get it, let it roll  Smooth like butter Pull you in like no other Don’t need no Usher To remind me you got it bad  Ain’t no other That can sweep you up like a robber Straight up, I got ya Makin’ you fall like that  Break it down  Oh when I look in the mirror I’ll melt your heart into 2 I got that superstar glow so  Do the boogie like  Side step right left to my beat (heartbeat) High like the moon rock with me baby Know that I got that heat Let me show you ‘cause talk is cheap Side step right left to my beat (heartbeat) Get it, let it roll  Get it, let it roll Get it, let it roll  No ice on my wrist I'm that n-ice guy Got that right body and that right mind Rollin' up to party got the right vibe Smooth like butter Hate us love us  Fresh boy pull up and we lay low All the playas get movin’ when the bass low Got ARMY right behind us when we say so Let's go  Side step right left to my beat (heartbeat) High like the moon rock with me baby Know that I got that heat Let me show you ‘cause talk is cheap Side step right left to my beat (heartbeat) Get it, let it roll  Smooth like (butter) Cool shade (stunner) And you know we don't stop  Hot like (summer) Ain’t no (bummer) You be like oh my god  We gon’ make you rock and you say (yeah) We gon’ make you bounce and you say (yeah)  Hotter? Sweeter!   Cooler? Butter!  Get it, let it roll"
3414749,내 손을 잡아,아이유,"발라드, 국내드라마","느낌이 오잖아 
  떨리고 있잖아
  언제까지 눈치만 볼 거니
  네 맘을 말해봐 
  딴청 피우지 말란 말이야
  네 맘 가는 그대로 
  지금 내 손을 잡아
  어서 내 손을 잡아
  우연히 고개를 돌릴 때 마다
  눈이 마주치는 건
  며칠 밤 내내 꿈속에 나타나
  밤새 나를 괴롭히는 건
  그 많은 빈자리 중에서 하필
  내 옆자릴 고르는 건
  나도 모르게 어느새 실없는 웃음
  흘리고 있다는 건
  그럼 말 다했지 뭐
  우리 얘기 좀 할까
  느낌이 오잖아 떨리고 있잖아
  언제까지 눈치만 볼 거니
  네 맘을 말해봐 
  딴청 피우지 말란 말이야
  네 맘 가는 그대로 
  지금 내 손을 잡아
  핸드폰 진동에 
  심장이 덜컥내려 앉는다는 건
  오 나도 모르게 
  어느새 짓궂은 네 말투
  자꾸 듣고 싶은걸
  어떡해
  저기 멀리 걸어온다
  눈이 마주친다
  언제까지 넌 모른척 할거니
  사랑이 온거야 너와 나 말이야
  네가 좋아 정말 못 견딜 만큼
  그거면 된거야 
  더는 생각하지 말란 말이야
  네 맘 가는 그대로
  느낌이 오잖아 떨리고 있잖아
  언제까지 눈치만 볼 거니
  네 맘을 말해봐 
  딴청 피우지 말란 말이야
  네 맘 가는 그대로 
  지금 내 손을 잡아
  그냥 내 손을 잡아
  지금 내 손을 잡아"
33167063,밝게 빛나는 별이 되어 비춰줄게,송이한,R&B/Soul,우리의 모든 순간이 애틋해 눈물 날 때면 언제나 네게 닿을 수 있게 가까이서 머물게 유난히 더 힘든 날엔 더 이상 외롭지 않게 안아줄게 영원히 내 품에 너를 간직할게 세상이 널 외면해도 모두가 저버린대도  항상 곁에서 변함없이 늘 있어줄게 밝게 빛나는 별이 되어 너를 비춰줄게 매일 어두워 헤맬 때도 앞이 두려워도 언제나 널 지켜줄게 세상이 널 아프게 할 땐 내가 안아줄게 매일 포근한 바람으로 따듯한 햇살로 난 널 지켜줄게 매일 너의 모든 시간 속에 내가 함께할게 오직 너를 위한 소중한 꿈을 담아 밝게 빛나는 별이 되어 너를 비춰줄게 매일 어두워 헤맬 때도 앞이 두려워도 언제나 널 지켜줄게 세상이 널 아프게 할 땐 내가 안아줄게 매일 포근한 바람으로 따듯한 햇살로 난 널 지켜줄게 네가 걸어가는 그 길 따라 수많은 별이 되어 비춰줄게 눈부시게 또 아름답게 너를 비춰줄게 매일 세월이 흐른대도 시간이 지나도 언제나 널 사랑할게 영원히 너만을 빛나게 내가 비춰줄게 매일 길고 긴 시간 속에서 찾아올 끝에도 너를 사랑할게 매일
33625988,바라만 본다,MSG워너비(M.O.M),발라드,내가 너라면 다 알아볼 텐데 널 위할 사람 찾아낼 텐데 지난 오랜 시간 너의 그 곁을 지켜온 나라는 걸 내가 너였다면 참 행복할 텐데 한 사람을 다 가졌으니까 둔한 바보도 눈치챌 그 사랑을 너만 왜 모르니 너를 바라만 바라만 본다 외쳐 네 이름만 부른다 보고 싶은 맘에 너를 향한 그 발걸음 네 곁을 맴도는데 오늘도 그리고 그리워하다 애써 참았던 눈물이 흘러 그저 멀리서만 바라보다 또 소리쳐 네가 보고 싶다 네가 나라면 더 참 아팠을 텐데 슬픈 역할은 내가 맡을게 웃는 모습만 보이며 살아가 줘 내가 볼 수 있게 너를 바라만 바라만 본다 외쳐 네 이름만 부른다 보고 싶은 맘에 너를 향한 그 발걸음 네 곁을 맴도는데 오늘도 그리고 그리워하다 애써 참았던 눈물이 흘러 그저 멀리서만 바라보다 또 소리쳐 네가 보고 싶다 한 걸음 더 다가갈까 더 가까이 네게 갈까 OH 어제보다 더 내일 더 널 사랑해 I’ll make you love me someday 혼자 바라고 바라만 보다 울컥 그리움이 솟는다 바보 같은 맘에 하지 못한 그 한마디 널 사랑한다는 말 얼마나 그리고 그리워해야 내 맘 너의 곁에 닿게 될까 매일 하루 종일 너의 생각에 사무쳐 너무 보고 싶다
33013877,잠이 오질 않네요,장범준,발라드,당신은 날 설레게 만들어 조용한 내 마음 자꾸만 춤추게 해 얼마나 얼마나 날 떨리게 하는지 당신이 이 밤을 항상 잠 못 들게 해 매일 같은 밤 너를 생각하면서 유치한 노랠 들으며 심장이 춤을 추면서 오오 난 너를 기다리면서 유치한 노랠 부르며 심장이 춤을 추면서 워 나를 떨리게 하나요 그대 왜 나를 설레게 하나요 자꾸만 오늘도 잠 못 이루는 이 밤 아름다운 그대 나를 아프게 하나요 웃는 그대 왜 자꾸 설레게 하나요 하염없이 오늘 밤 잠이 오질 않네요 보고 싶은 그대여 당신이 날 힘들게 만들어 갑자기 내 마음 자꾸만 멍들게 해 얼마나 얼마나 잠 못 들게 하는지 고요한 내 마음 항상 시끄럽게 해 매일 같은 밤 너를 생각하면서 유치한 노랠 들으며 심장이 춤을 추면서 워 난 너를 기다리면서 유치한 노랠 부르며 심장이 춤을 추면서 워 나를 떨리게 하나요 그대 왜 나를 설레게 하나요 자꾸만 오늘도 잠 못 이루는 이 밤 아름다운 그대 나를 아프게 하나요 웃는 그대 왜 자꾸 설레게 하나요 하염없이 오늘 밤 잠이 오질 않네요 보고 싶은 그대여 매일 밤 너를 생각하면서 유치한 노랠 들으며 심장이 춤을 추면서 워오 난 너를 기다리면서 유치한 노랠 부르며 심장이 춤을 추면서 워 나를 떨리게 하나요 그대 왜 나를 설레게 하나요 자꾸만 오늘도 잠 못 이루는 이 밤 아름다운 그대여 나를 아프게 하나요 웃는 그대 왜 자꾸 설레게 하나요 하염없이 오늘 밤 잠이 오질 않네요 보고 싶은 그대여
33503722,헤픈 우연,헤이즈 (Heize),R&B/Soul,처음이라기엔 너무 길을 이미 다 아는 듯이 우연히라기엔 모두 다 정해진 듯이  우연히 눈을 떠 보니 이 세상에 태어나 있었고 하필 네가 있는 곳이었다 서서히 몸에 배어버린 사소한 습관들이 네게로 가는 길을  내게 알려줘  처음이라기엔 너무 길을 이미 다 아는 듯이 우연히라기엔 모두 다 정해진 듯이  고통의 사랑도 보통의 이별도 You can make it happen  You can make it heaven  우연히라기엔 모두 다 정해진 듯이  만약 내가 그때 그곳을 헤매지 않았더라면  그날 네가 마음 아픈  이별을 안 했었더라면  네 뒤를 따라 걷던 곳 네가 떨어트렸던 꽃  위태롭던 시간 속 서로를 기다려왔어 운명이라고 하기엔 이를 수 있다 생각해 우연히라고 하기엔 설명이 필요한 것 같아 어쩌면 또 스칠 수 있을지 몰라도 지금이 아니면 안 될 것 같던 그 때로  처음이라기엔 너무 길을 이미 다 아는 듯이 우연히라기엔 모두 다 정해진 듯이  고통의 사랑도 보통의 이별도 You can make it happen  You can make it heaven  우연히라기엔 모두 다 정해진 듯이  어쩌면 기억을 지운 채로 하나였던 우린 둘이 되고  운명이란 작은 점 안에서  서로를 찾으며 살았는지도  고통의 사랑도 보통의 이별도 You can make it happen  You can make it heaven  우연히라기엔 모두 다 정해진 듯이  우연히 서서히 점점  더 멀어져가  우연히 천천히 처음 그곳으로 가
32961718,Lovesick Girls,BLACKPINK,댄스,"영원한 밤 창문 없는 방에 우릴 가둔 love What can we say 매번 아파도 외치는 love  다치고 망가져도 나 뭘 믿고 버티는 거야 어차피 떠나면 상처투성인 채로 미워하게 될걸 끝장을 보기 전 끝낼 순 없어 이 아픔을 기다린 것처럼  아마 다 잠깐 일지도 몰라 우린 무얼 찾아서 헤매는 걸까  But I don’t care I’ll do it over and over 내 세상 속엔 너만 있으면 돼  We are the lovesick girls 네 멋대로 내 사랑을 끝낼순 없어 We are the lovesick girls 이 아픔 없인 난 아무 의미가 없어  But we were born to be alone Yeah we were born to be alone Yeah we were born to be alone  But why we still looking for love  No love letters, no x and o’s No love never, my exes know No diamond rings, that set in stone To the left, better left alone  Didn’t wanna be a princess, I’m priceless A prince not even on my list Love is a drug that I quit No doctor could help when I’m lovesick  아마 다 잠깐 일지도 몰라 우린 무얼 찾아서 헤매는 걸까  불안한 내 눈빛 속에 널 담아 아프더라도 너만 있으면 돼  We are the lovesick girls 네 멋대로 내 사랑을 끝낼 순 없어 We are the lovesick girls 이 아픔 없인 난 아무 의미가 없어  But we were born to be alone Yeah we were born to be alone Yeah we were born to be alone  But why we still looking for love  사랑은 slippin’ and fallin’ 사랑은 killin’ your darlin’ 아프다 아물면 또 찾아오는 이 겁 없는 떨림  들리지 않아 what you say 이 아픔이 난 행복해 나를 불쌍해 하는 네가 내 눈엔 더 불쌍해  We are the lovesick girls 네 멋대로 내 사랑을 끝낼 순 없어 We are the lovesick girls 이 아픔없인 난 아무 의미가 없어  Lovesick girls  모두 결국 떠나가고 Lovesick girls 내 눈물이 무뎌져도 Lovesick girls 아프고 또 아파도 Lovesick girls But we’re still looking for love"
32794652,취기를 빌려 (취향저격 그녀 X 산들),산들,발라드,언제부턴가 불쑥 내 습관이 돼버린 너 혹시나 이런 맘이 어쩌면 부담일까 널 주저했어 언제부턴가 점점 내 하루에 스며든 너 아침을 깨우는 네 생각에 어느샌가 거리엔 어둠이 젖어 들고 취기를 빌려 오늘 너에게 고백할 거야 하루하루 네가 좋다고 괜히 어색할까 혼자 애만 태우다 끝끝내 망설여왔던 순간 알잖아 나 무뚝뚝하고 말도 없는 걸 서툰 표현이 쑥스러워서 괜히 쓰다 지울 문자만 바라보다 멋쩍은 쓴웃음만 언제부턴가 가끔 너와 마주칠 때마다 한참을 머뭇거린 어설픈 손 인사만 오늘 밤도 후회로 잦아들고 취기를 빌려 오늘 너에게 고백할 거야 하루하루 보고 싶다고 괜히 어색할까 혼자 애만 태우다 수없이 연습해왔던 그 말 알잖아 나 무뚝뚝하고 말도 없는 걸 서툰 표현이 쑥스러워서 괜히 쓰다 지울 문자만 바라보다 멋쩍은 쓴웃음만 첫눈을 빌려 오늘은 꼭 고백할 거야 작은 너를 품에 안고서 눈을 마주하고 너무 사랑한다고 함께 하고 싶다고
33077590,VVS (Feat. JUSTHIS) (Prod. GroovyRoom),미란이 (MIRANI),랩/힙합,보여줘야겠어 내가 망할 거랬던 놈들에게도 내가 잘될 거라 했던 너에게도 다 할게 최선 갈아끼워 다 새 거 My life's shining like a VVS VVS 내 삶은 빛나 VVS VVS 보란 듯 나와 TV에 Now you see me babe 내 삶은 빛나 VVS VVS Skrt-skrt Hey new water new vv 난 알바 째고 무대 위 Yeah go get it go get it 가사 위 가난이 빛나지 안 가 무한리필 살아봐야겠어 내 빌딩 Yeah 개 같던 세상의 뒤통수 치러 왔지 더 크게 Callin’ ma name 모두 날 보고 놀래 미란이가 TV에 떼버려 Tag 사 새롭게 Yeah yeah 타고 비행 Skrr skrr 난 올라가 Skrr skrr 난 빛이 나 내가 뭐라 했어 Mom 꺼내겠다고 포차 맨 밑바닥의 소녀 엄마의 술병이 날 만들어 허기져 이를 꽉 물어 Chit chat bout me 덤벼 겁쟁이 너 VVS on ma neck 꿈 앞에 녹슨 팔찌 버려 문 앞에 구제 벨트 아직 허리에 원망하던 과거와 춤출래 인디고 카니발 Skrt-skrt 목숨은 다 꺼내놓고 자판기 밑 먼지 덕지덕지 붙은 동전까지 털어-털어 여기까지 왔지 What you know about me 내 속 이야기 털어놓으려 지갑 털어 차린 술상 위 넌 폰만 바라봤잖아 이제 그 스크린에서 날 봐라 I'ma 먹고서 Fly 너가 나갈 건 삔또지 악플들이 돈과 함께 쏟아지니 Got a nice ring to it 꼬우면 네 오빠인지 아저씨인지한테 일러바치고 한 판 더 뜨자 해 빛이 나는 Solo라니까 뭘 그렇게 재니 다 드루와 내 패기 170에 60kg도 안 되지만 국보 1호 MC The Q's certified new king in the rap 내가 TV에 쬐끔 나왔다고 연예인 된 줄 알았다는 이미 넌 패 Bigger stacks bigger schemes Do bigger thang G+Jus like this team I'm blessed 모든 게 끝나고 홍대로 돌아가도 모든 건 변함없겠지 Like this VVS 보여줘야겠어 내가 망할 거랬던 놈들에게도 내가 잘될 거라 했던 너에게도 다 할게 최선 갈아끼워 다 새 거 My life's shining like a VVS VVS 내 삶은 빛나 VVS VVS 보란 듯 나와 TV에 Now you see me babe 내 삶은 빛나 VVS VVS Skrt-skrt Ay 먼치맨 복근에 장착된 VVS 내 행동 위험해 걸리지 심의에 자체 발광 계속해 실시해 날 보고 배워요 EBS 흔들릴 바엔 다 흔들어 흘려온 땀이 내 Career 명품이 없어도 고개를 쳐들어 Keep my head up Keep your head up 걱정도 했었지 DAY N NIGHT 싸워서 만드는 내일의 나 MBA 11명 매일이 Party 난 역시나 함께일 때가 빛나 Imma good vibe GV처럼 춤춰 GOOD BYE 내 사랑아 잘 가 웃자 형은 미련 안 키워 OK 이제 난 노래나 불러 전방에 1분간 함성을 발사 기 모아 발포해 내 에너지파 수직상승 올라가 내 텐션 도레미파 먼치맨 YO YO I AIN't got no lie 이제 빛난대 주변에서 TRUE 어쩌면 너가 응원해서 근데 네 말대로 모두 특별하니까 라면 특별히 뭐가 특별해 더 묻고파도 바뀌었지 마치 내 작업실 앞 거리 짧던 이 사정거리 가사가 다 퍼진 광역시 또 걔가 부럽다는 팔로잉 NOW YOU SEE 삐까번쩍 빛나 벌써 이 밤처럼 시간 없어 바쁜 삶 일단 먼저 필사적으로 덤벼 던져 기회는 한순간 잡았다면 밝게 빛나 그 어떤 래퍼의 목걸이보다도 그 HEARTBEAT 진실의 파동 넌 곧 못 볼 거니 좀 봐둬 내 손목은 비었지만 그건 실은 의도적이야 천리안 없이 난 멀리 봐 머리와 멋진 Rhyme 시급으로 따지면 아마도 천만 원이야 힉 야 못 돌아가 시야가 넓어서 날 부정하려면 너 보여봐라 지금 내가 네게 보여준 것처럼 보여줘야겠어 내가 망할 거랬던 놈들에게도 내가 잘될 거라 했던 너에게도 다 할게 최선 갈아끼워 다 새 거 My life's shining like a VVS VVS 내 삶은 빛나 VVS VVS 보란 듯 나와 TV에 Now you see me babe 내 삶은 빛나 VVS VVS Skrt-skrt 역시 성공은 고난을 동반 말없이 등산을 등반하는 것처럼 I gotta move 하늘에 계신 할매 보고 있습니까 조금 늦었습니다 저 뱀들을 물리치느라 이겨내거라 내일이 없는 듯이 아버지 권투선수 인생 한방이니깐 필요하다 한방이 알겠슴돠 동네의 육상선수 나의 어머니 론다로우지 장애물 따윈 없는 듯이 달려라 태민 You gotta move Let’s go let’s go 멜로디 없던 내 인생 아침 해 다시 꼬기오 술 팔아 쪽 팔아 벌었던 돈 하루 사는 하루살이의 콧노래 후룰룰루 훈화말씀 새 나라의 어린이 아니 뭐 그런 흔한 말씀을 또 Let’s go 요것 좀 봐라 라고 하는 선생 그거 좀 마라 이 멋 좀 봐라 야 걱정하지마 머쉬베놈 월이백에서 이천으로 넌 떠나 서울 to 경기 이천으로 넌 찍어라 브이로그 옜다 저스디스 톤으로 My life's shining like a VVS VVS 내 삶은 빛나 VVS VVS 보란 듯 나와 TV에 Now you see me babe 내 삶은 빛나 VVS VVS Skrt-skrt 왔노라 봤노라 결국 이겨냈노라
32860397,운전만해 (We Ride),브레이브걸스,댄스,넌 운전만 해 계속 운전만 해 왜 이리 된 걸까 우리 사이가 갑자기 어색해졌단 걸 왜 달라졌을까 웃음이 말라서 함께 있는 게 불편해졌어 말없이 그냥 걷기만 해요 We just walking down the street 아무런 말도 없이 처음과는 너무 다른 사이 말없이 그냥 먹기만 해요 부쩍 줄어든 대화 속에 What happened to us 침묵이 내려 지금 달리는 차 안에 우린 아무 말 없네 너는 그렇게 운전만 해 난 핸드폰 보네 넌 창밖을 보네 난 너무 답답해 우리 사이는 막막해 Babe We're still in your car In your car 계속해서 침묵만 So quiet Can you break the silence cause I don't want it Radio 소리만 이곳에 이곳에 That's so sad 무슨 말 좀 해봐 말없이 그냥 걷기만 해요 We just walking down the street 아무런 말도 없이 처음과는 너무 다른 사이 말없이 그냥 먹기만 해요 부쩍 줄어든 대화 속에 What happened to us 침묵이 내려 지금 달리는 차 안에 우린 아무 말 없네 너는 그렇게 운전만 해 난 핸드폰 보네 넌 창밖을 보네 난 너무 답답해 우리 사이는 막막해 Babe You know I know We both know 이 침묵은 깨져야만 해 너도 나도 다 알면서도 쉽게 뗄 수 없는 입 달리는 차 안에 우린 아무 말 없네 너는 그렇게 운전만 해 난 핸드폰 보네 넌 창밖을 보네 난 너무 답답해 우리 사이는 막막해 Babe 넌 운전만 해 계속 운전만 해
